Date,Pre_5d_Price,Pre_1d_Price,Earnings_Day_Price,Post_1d_Price,Post_5d_Price,Post_10d_Price,Pre_5d_to_Earnings_Return,Pre_1d_to_Earnings_Return,Earnings_Day_Return,Earnings_to_1d_Post_Return,Earnings_to_5d_Post_Return,Earnings_to_10d_Post_Return,Total_5d_Window_Return,Total_10d_Window_Return
2023-11-21 05:00:00,49.626750946,50.3793067932,49.9145774841,48.6873016357,48.1116485596,45.4801940918,0.5799826356014837,-0.9224607059554191,-0.9224607059554191,-2.4587523530394284,-3.612028820787505,-8.883944562512912,-3.052995325139496,-8.355487262730465
2024-02-21 05:00:00,72.0918579102,69.4171905518,67.4381866455,78.4986419678,77.6240768433,88.6597061157,-6.4551967442658675,-2.8508844719425053,-2.8508844719425053,16.400878897353977,15.104039275764979,31.46810512826277,7.673847079917273,22.981580286275126
2024-05-22 04:00:00,94.5870056152,95.342666626,94.906867981,103.7518539429,110.4498062134,120.9430389404,0.3381673452073075,-0.4570866962526843,-0.4570866962526843,9.319647934932096,16.377042634587436,27.43338971486482,16.77059179009559,27.864327825771262
2024-08-28 04:00:00,128.4521789551,128.2522583008,125.5632553101,117.5462341309,107.1700973511,119.1058502197,-2.2490265782177388,-2.096651572710151,-2.096651572710151,-6.384846553556289,-14.648519515980174,-5.142750619560099,-16.568096996968094,-7.276115369492475
2024-11-20 05:00:00,146.2280731201,146.9678497314,145.8481750488,146.6279602051,135.3011932373,145.0284118652,-0.25979831587330526,-0.7618500812567874,-0.7618500812567874,0.5346554086392397,-7.231480138830005,-0.5620661234367108,-7.472491191089913,-0.8204042009872348
2025-02-26 05:00:00,139.1996765137,126.6024246216,131.2514190674,120.123840332,117.2744598389,115.725440979,-5.709968331368742,3.6721211775329943,3.6721211775329943,-8.478063562639115,-10.648996656807642,-11.82918874227724,-15.750910651464146,-16.863714142604124
2025-05-28 04:00:00,134.3630981445,135.4829406738,134.7930450439,139.1725006104,141.9021453857,142.8219451904,0.319988825307993,-0.5092121756945289,-0.5092121756945289,3.249021909901706,5.274085424425778,5.956464700300446,5.6109507337291475,6.295513547032816
2025-08-27 04:00:00,175.3901062012,181.7597503662,181.5897674561,180.1598358154,171.6503295898,177.1699981689,3.534783910665973,-0.09352065556732514,-0.09352065556732514,-0.7874516613639582,-5.473567153888714,-2.4339308040958185,-2.1322620143178983,1.014818912110238
