Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,Volatility_30d
2024-12-12 05:00:00+00:00,137.050151221,138.409855677,135.7704311749,137.3100891113,159211400,0.0,0.0,-0.01414103744895312,0.39493897266946837
2024-12-13 05:00:00+00:00,138.9097452521,139.5696051842,132.5111298372,134.2207641602,231514900,0.0,0.0,-0.022498892623948885,0.37536419213999866
2024-12-16 05:00:00+00:00,134.1507548377,134.3707081201,130.3915796342,131.9712371826,237951100,0.0,0.0,-0.01675990292318008,0.3740640502989866
2024-12-17 05:00:00+00:00,129.0618828488,131.5613383936,126.8323727744,130.3616027832,259410300,0.0,0.0,-0.012196857692353458,0.37518259230896944
2024-12-18 05:00:00+00:00,133.8308463455,136.6702241416,128.2520598204,128.8819274902,277444500,0.0,0.0,-0.01135054541681868,0.3655674614188447
2024-12-19 05:00:00+00:00,131.7312862928,134.0007959708,129.5217763565,130.6515197754,209719200,0.0,0.0,0.013730336903399865,0.3456656233734077
2024-12-20 05:00:00+00:00,129.7817201303,135.250529782,128.1920701526,134.6706542969,306528600,0.0,0.0,0.030762248525001423,0.35184034612857396
2024-12-23 05:00:00+00:00,136.250311239,139.7595411207,135.0905602747,139.6395721436,176053500,0.0,0.0,0.036896812246455024,0.36993057624463876
2024-12-24 05:00:00+00:00,139.9695150682,141.869095242,138.6198029279,140.1894683838,105157000,0.0,0.0,0.003937968526819269,0.36766534423867564
2024-12-26 05:00:00+00:00,139.6695752314,140.8193339554,137.7000030073,139.899520874,116205600,0.0,0.0,-0.0020682545781985917,0.3618243232090848
2024-12-27 05:00:00+00:00,138.5198368159,138.9897357041,134.6806765533,136.9801635742,170582600,0.0,0.0,-0.02086752893477961,0.36450184786126333
2024-12-30 05:00:00+00:00,134.8006283255,140.2394456305,133.9908072296,137.4600524902,167734700,0.0,0.0,0.0035033460574025455,0.3645214126549759
2024-12-31 05:00:00+00:00,137.999948715,138.0399485498,133.8008661345,134.2607574463,155659200,0.0,0.0,-0.023274362157893802,0.3586774095098501
2025-01-02 05:00:00+00:00,135.9703822166,138.8497598983,134.600685454,138.279876709,198247200,0.0,0.0,0.02993517494721054,0.3683169051932492
2025-01-03 05:00:00+00:00,139.9795022133,144.8684366268,139.6995644139,144.4385375977,229322500,0.0,0.0,0.04453765099646745,0.3633943873106153
2025-01-06 05:00:00+00:00,148.5576322985,152.1268620477,147.7878109943,149.3974456787,265377400,0.0,0.0,0.03433230606925619,0.37619373523176614
2025-01-07 05:00:00+00:00,152.996657549,153.0966418638,139.9794899946,140.1094665527,351782200,0.0,0.0,-0.06216959790581078,0.41808739995556493
2025-01-08 05:00:00+00:00,142.5489462581,143.9186429745,137.5300354006,140.0794830322,227349900,0.0,0.0,-0.00021400067559851355,0.407623383624291
2025-01-10 05:00:00+00:00,137.420074909,139.8895384252,134.1907823321,135.8804168701,207602500,0.0,0.0,-0.0299763110999971,0.3984759608557929
2025-01-13 05:00:00+00:00,129.9617039488,133.4609419256,129.4817974709,133.2009887695,204808900,0.0,0.0,-0.019719015898821635,0.40213061070026923
2025-01-14 05:00:00+00:00,136.0203667606,136.3502967061,130.0216737635,131.7312927246,195590500,0.0,0.0,-0.01103367218574669,0.4020136218810016
2025-01-15 05:00:00+00:00,133.6208947252,136.4202881416,131.26140795,136.2103424072,185217300,0.0,0.0,0.03400140991528855,0.40954183315924625
2025-01-16 05:00:00+00:00,138.6097963703,138.7197730168,133.460924411,133.5409088135,209235600,0.0,0.0,-0.019597877419026855,0.4132651692912294
2025-01-17 05:00:00+00:00,136.6602258601,138.4698291284,135.4304980751,137.6800079346,201188800,0.0,0.0,0.030994989908901704,0.4220561727495787
2025-01-21 05:00:00+00:00,139.1296971908,141.7991138836,137.0601406758,140.799331665,197749000,0.0,0.0,0.022656330263154167,0.41469726303459964
2025-01-22 05:00:00+00:00,144.6285153116,147.7578236263,143.6387253144,147.0379943848,237651400,0.0,0.0,0.0443088944104042,0.43471139146594584
2025-01-23 05:00:00+00:00,145.018416876,147.1979348353,143.688704667,147.1879425049,155915500,0.0,0.0,0.0010197916581180522,0.4310111060764842
2025-01-24 05:00:00+00:00,148.3376757009,148.9375511052,141.8490991803,142.5889282227,234657600,0.0,0.0,-0.031245862969019433,0.4344502300555891
2025-01-27 05:00:00+00:00,124.7728183364,128.3720250086,116.6745766267,118.394203186,818830900,0.0,0.0,-0.1696816529745696,0.6556423784593604
2025-01-28 05:00:00+00:00,121.7834697893,128.9719063927,116.2246830865,128.9619140625,579666400,0.0,0.0,0.08925868490282318,0.7021954884582504
2025-01-29 05:00:00+00:00,126.4724508231,126.8623652787,120.0238585555,123.6730575562,467120600,0.0,0.0,-0.04101099572496114,0.7106451364049396
2025-01-30 05:00:00+00:00,123.073190637,124.9727783941,118.0742795012,124.6228561401,392925500,0.0,0.0,0.007679915113834479,0.7086300699346872
2025-01-31 05:00:00+00:00,123.7530449705,127.8221583994,119.1640481308,120.0438537598,388161100,0.0,0.0,-0.03674287784860519,0.7147213156636238
2025-02-03 05:00:00+00:00,114.7250100714,118.5441778575,112.9853911394,116.6345977783,371235700,0.0,0.0,-0.028400087757276538,0.7182406613391243
2025-02-04 05:00:00+00:00,116.9345263905,121.173600826,116.6745808801,118.6241607666,256550000,0.0,0.0,0.017058085904165132,0.7199709024291697
2025-02-05 05:00:00+00:00,121.7334871402,124.9727794477,120.7337049046,124.8028182983,262230800,0.0,0.0,0.052085995734518775,0.7355339720304619
2025-02-06 05:00:00+00:00,127.3922422384,128.7419542697,125.1827245586,128.6519622803,251483600,0.0,0.0,0.03084180337017628,0.7355633283025671
2025-02-07 05:00:00+00:00,129.1918465115,130.3415898451,124.972764753,129.811706543,228186300,0.0,0.0,0.009014586658019352,0.7276642585121356
2025-02-10 05:00:00+00:00,130.061655955,134.9705899623,129.9316946495,133.5409088135,216989100,0.0,0.0,0.028727780951440574,0.7327621669910446
2025-02-11 05:00:00+00:00,132.5511343281,134.4507145266,130.9914764379,132.7710876465,178902400,0.0,0.0,-0.005764684199319858,0.7329076858086205
2025-02-12 05:00:00+00:00,129.9916837727,132.2112014406,129.0518860793,131.1114349365,160278600,0.0,0.0,-0.01250010630641818,0.7313022150576195
2025-02-13 05:00:00+00:00,131.5313451903,136.4702717517,131.1414307384,135.2605285645,197430000,0.0,0.0,0.031645551206189504,0.7371258297081885
2025-02-14 05:00:00+00:00,136.4502690196,139.2196699574,135.4704867449,138.8197631836,195479600,0.0,0.0,0.02631391919633641,0.7372043800395546
2025-02-18 05:00:00+00:00,141.2392474082,143.4087731319,137.8999629884,139.369644165,219176600,0.0,0.0,0.003961114532897936,0.7325453990607342
2025-02-19 05:00:00+00:00,139.4796143194,141.3292175591,137.1901197103,139.1996765137,167536000,0.0,0.0,-0.00121954570751992,0.7210151458423659
2025-02-20 05:00:00+00:00,139.9994986265,140.629366287,136.760198844,140.0794830322,143903600,0.0,0.0,0.006320463815254529,0.7138997904047057
2025-02-21 05:00:00+00:00,140.0094896965,141.4291938161,134.00080429,134.4007110596,228217600,0.0,0.0,-0.04053964113570152,0.7004504561274412
2025-02-24 05:00:00+00:00,136.5302641148,138.5598208989,130.0516792879,130.2516326904,251381100,0.0,0.0,-0.030870955491895558,0.7059963085142431
2025-02-25 05:00:00+00:00,129.9516936613,130.1716469786,124.4129066628,126.6024246216,271428700,0.0,0.0,-0.028016601354041604,0.7053298901547048
2025-02-26 05:00:00+00:00,129.9617066133,133.7008826502,128.462033164,131.2514190674,322553800,0.0,0.0,0.03672121177532994,0.7114976651370317
2025-02-27 05:00:00+00:00,134.9706054005,134.9805977312,119.9838714255,120.123840332,443175800,0.0,0.0,-0.08478063562639115,0.7528198925068728
2025-02-28 05:00:00+00:00,117.9942929787,125.062752893,116.3746506815,124.892791748,389091100,0.0,0.0,0.03970029098986094,0.7553601006025712
2025-03-03 05:00:00+00:00,123.4831026961,123.6730561288,112.2555451395,114.03515625,411381400,0.0,0.0,-0.08693564573292412,0.7934493043217685
