Date,Buy_Date,Sell_Date,Buy_Price,Earnings_Price,Sell_Price,Return,Days_Held
2023-11-21 05:00:00,2023-11-10 05:00:00,2023-12-01 05:00:00,48.3065299988,49.9145774841,46.737449646,-3.248174424532213,14
2024-02-21 05:00:00,2024-02-09 05:00:00,2024-03-01 05:00:00,72.096862793,67.4381866455,82.2377548218,14.065649510875232,14
2024-05-22 04:00:00,2024-05-13 04:00:00,2024-06-03 04:00:00,90.3579330444,94.906867981,114.9477615356,27.213801447978092,14
2024-08-28 04:00:00,2024-08-19 04:00:00,2024-09-09 04:00:00,129.9516296387,125.5632553101,106.4303741455,-18.10000810193404,14
2024-11-20 05:00:00,2024-11-11 05:00:00,2024-12-02 05:00:00,145.2183380127,145.8481750488,138.5902557373,-4.564218518201435,14
2025-02-26 05:00:00,2025-02-14 05:00:00,2025-03-07 05:00:00,138.8197631836,131.2514190674,112.6654586792,-18.84047624386802,14
2025-05-28 04:00:00,2025-05-16 04:00:00,2025-06-06 04:00:00,135.3829650879,134.7930450439,141.7021636963,4.667646778379497,14
2025-08-27 04:00:00,2025-08-18 04:00:00,2025-09-08 04:00:00,181.9997253418,181.5897674561,168.3005065918,-7.527054628391627,14
