Date,AAPL,AAPL_log_returns
2018-08-28,215.18457,0.008043201486754237
2018-08-29,218.397171,0.014819165516638063
2018-08-30,220.405014,0.009151536076120048
2018-08-31,222.951584,0.01148780921397796
2018-09-04,223.666595,0.0032018921059833185
2018-09-05,222.20723,-0.006546112956235576
2018-09-06,218.514709,-0.016757084582309525
2018-09-07,216.751694,-0.008100899261983308
2018-09-10,213.842728,-0.013511602134767493
2018-09-11,219.249298,0.024968600471827994
2018-09-12,216.526428,-0.01249682014600483
2018-09-13,221.756668,0.023868081359372392
2018-09-14,219.239487,-0.011416010362432633
2018-09-17,213.401993,-0.02698700218067952
2018-09-18,213.754593,0.001650917212289303
2018-09-19,213.881897,0.000595384195397276
2018-09-20,215.507813,0.007573184606308061
2018-09-21,213.186508,-0.010829757119862378
2018-09-24,216.252182,0.014277828947340627
2018-09-25,217.623398,0.006320800840148273
2018-09-26,215.889771,-0.007998078792206115
2018-09-27,220.32666,0.02034330529919913
2018-09-28,221.100433,0.0035057829697168743
2018-10-01,222.589203,0.0067108873706068165
2018-10-02,224.567673,0.008849166889601686
2018-10-03,227.300339,0.012095121766854629
2018-10-04,223.304199,-0.01773725930995209
2018-10-05,219.680222,-0.016362010388496735
2018-10-08,219.170944,-0.002320961036787646
2018-10-09,222.20723,0.013758423386819171
2018-10-10,211.913208,-0.04743362030991467
2018-10-11,210.04248,-0.008866998645324796
2018-10-12,217.545044,0.03509613196254888
2018-10-15,212.892654,-0.02161786109535454
2018-10-16,217.584213,0.021797894956446066
2018-10-17,216.643967,-0.004330660757651031
2018-10-18,211.5802,-0.023651178213636725
2018-10-19,214.802567,0.015115190387959502
2018-10-22,216.115036,0.0060915267759287595
2018-10-23,218.152298,0.009382593559350614
2018-10-24,210.669327,-0.034903699986779516
2018-10-25,215.282516,0.021661459891951902
2018-10-26,211.854462,-0.016051654532535115
2018-10-29,207.877899,-0.01894865562619988
2018-10-30,208.916122,0.004981957969987932
2018-10-31,214.361847,0.025732619669087364
2018-11-01,217.652786,0.01523560734808285
2018-11-02,203.215714,-0.06863302289247025
2018-11-05,197.446762,-0.028799056881659665
2018-11-06,199.581985,0.010756115783252737
2018-11-07,205.634949,0.029877400250620034
2018-11-08,204.91748,-0.00349514303024504
2018-11-09,200.966339,-0.019469935140333156
2018-11-12,190.84285,-0.05168711186060843
2018-11-13,188.936081,-0.010041552421140139
2018-11-14,183.599152,-0.02865390265202069
2018-11-15,188.130142,0.024379108580628764
2018-11-16,190.213806,0.011014766207818931
2018-11-19,182.675247,-0.04043876442332403
2018-11-20,173.947418,-0.04895691166246529
2018-11-21,173.750839,-0.0011307449317769596
2018-11-23,169.337769,-0.025726959761039357
2018-11-26,171.627838,0.013433046554673977
2018-11-27,171.254364,-0.002178439974534009
2018-11-28,177.839554,0.037731801751229685
2018-11-29,176.473358,-0.007711842976358229
2018-11-30,175.519989,-0.005416984948195987
2018-12-03,181.653076,0.034345758331479334
2018-12-04,173.662369,-0.04498568604949766
2018-12-06,171.726135,-0.011212036655304724
2018-12-07,165.602905,-0.036308185414847684
2018-12-10,166.693863,0.006566190374173452
2018-12-11,165.740494,-0.005735698453565542
2018-12-12,166.202438,0.0027832753987286998
2018-12-13,168.020721,0.010880759696145381
2018-12-14,162.64444,-0.032520842578539336
2018-12-17,161.130859,-0.009349644834389673
2018-12-18,163.224365,0.012908903059323363
2018-12-19,158.133102,-0.03168863061587321
2018-12-20,154.14267,-0.02555849399886336
2018-12-21,148.147202,-0.03967221453766195
2018-12-24,144.314041,-0.026214622303924583
2018-12-26,154.476852,0.06805249459677869
2018-12-27,153.474335,-0.006510905519235837
2018-12-28,153.552979,0.0005122931943439883
2018-12-31,155.037109,0.00961885362250959
2019-01-02,155.214005,0.001140340912163727
2019-01-03,139.75354,-0.10492439941743344
2019-01-04,145.719513,0.04180318744646856
2019-01-07,145.395203,-0.0022280573007012997
2019-01-08,148.16687,0.018883565805092394
2019-01-09,150.682983,0.016839040935143514
